"ID","9","18"
"STRINGS.#0.TEXT_STARTMARKER","*CLICK A CIRCLE TO SELECT A START POSITION.","*원을 클릭하여 시작 위치를 선택하십시오."
"STRINGS.#0.TEXT_CONTINUE","Continue","계속"
"STRINGS.#0.TEXT_CANCEL","Cancel","취소"
"STRINGS.#0.TEXT_MULTIPLAYER_CAPS","SKIRMISH &amp;&amp; ONLINE","멀티플레이어"
"STRINGS.#0.TEXT_FACTION_NAME_FACTION_4","Greece","Greece"
"STRINGS.#0.TEXT_ACHIEVEMENT_LIFE_FINDS_A_WAY","Life... Finds a Way","Life... Finds a Way"
"STRINGS.#0.TEXT_STRUCTURE_RA_SBAG","Sandbags","Sandbags"
"STRINGS.#0.TEXT_UI_META_WEAPON_SOCKET_TYPE","Weapon","무기"
"STRINGS.#0.TEXT_NAME_MP_G3_SHADES","Shades","Shades"
"STRINGS.#0.TEXT_TOOLTIP_PRISON","Prison","Prison"
"STRINGS.#0.TEXT_UNIT_TITLE_MOEBIUS","Dr. Mobius","Dr. Mobius"
"STRINGS.#0.TEXT_STRUCTURE_TITLE_CIV32","Aksum&apos;s Hut","Aksum&apos;s Hut"
"STRINGS.#0.TEXT_NAME_MP_E6_COLD_FRONT","Cold Front","Cold Front"
"STRINGS.#0.TEXT_MOD_TO_FONT_B_NAME","RA_Orbitron","RA_Orbitron"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_23_TITLE","ART IMITATES LIFE: PROP GUN 4/4","ART IMITATES LIFE: PROP GUN 4/4"
"STRINGS.#0.TEXT_EXPLORED","EXPLORED:","탐험:"
"STRINGS.#0.TEXT_MISSONSELECT","Mission Select","미션 선택"
"STRINGS.#0.TEXT_MUSIC_RAC_MUS_FLOATING","Floating (Classic)","Floating (Classic)"
"STRINGS.#0.TEXT_KEY_NUMPAD_5","Numpad 5","Numpad 5"
"STRINGS.#0.TEXT_TOOLTIP_TECH_UPGRADE_RESEARCH_FORMAT","Research ##0","연구 ##0"
"STRINGS.#0.TEXT_LOAD_GAME_CAPS","LOAD GAME","LOAD GAME"
"STRINGS.#0.TEXT_AUDIO_SETTINGS_SPEC_TITLE","SFX CHANNELS","SFX 채널"
"STRINGS.#0.TEXT_SFX_RAC_SFX_FLAREE1","Signal flare detected from the east.","Signal flare detected from the east."
"STRINGS.#0.TEXT_MULTIPLAYER_DETAILS_STARTING_UNITS","Starting Units","Starting Units"
"STRINGS.#0.TEXT_BAN_TIME_FORMAT","Banned for: ##3 day(s), ##2 hour(s), ##1 minute(s), ##0 second(s)","금지 기간: ##3 일, ##2 시간, ##1 분, ##0 초"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_44_TITLE","WORLD DOMINATION TOUR &apos;97","WORLD DOMINATION TOUR &apos;97"
"STRINGS.#0.TEXT_INTERFACEHOTKEYS","INTERFACE","인터페이스"
"STRINGS.#0.TEXT_CINE_RETRO_LINE2","[PUNCH LANDS FOLLOWED BY A GRUNT]","[PUNCH LANDS FOLLOWED BY A GRUNT]"
"STRINGS.#0.TEXT_STRUCTURE_TITLE_GDI_ADV_POWER_PLANT","Adv Power Plant","Adv Power Plant"
"STRINGS.#0.TEXT_CINE_GDI_FINA_LINE11","[THUD]","[THUD]"
"STRINGS.#0.TEXT_OPERATION_FAILED","OPERATION FAILED!","작전 실패!"
"STRINGS.#0.TEXT_COMMAND_GET_CAMERA_LOCATION_HOME","Go To Camera Home Base","카메라를 기지로 이동"
"STRINGS.#0.TEXT_SFX_RAR_SFX_OBJRCH1","Objective reached.","Objective reached."
"STRINGS.#0.TEXT_NOTIFICATION_ALLY_UNDER_ATTACK","ALLY UNDER ATTACK","동맹이 공격을 받고 있습니다"
"STRINGS.#0.TEXT_MUSIC_JUKEBOX_NOW_PLAYING","Music Now Playing:","지금 재생 중인 음악:"
"STRINGS.#0.TEXT_SFX_RAC_SFX_4MINR","Warning, 4 minutes remaining.","Warning, 4 minutes remaining."
"STRINGS.#0.TEXT_MUSIC_RAR_MUS_DENSE","Dense (Remastered)","Dense (Remastered)"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_46","Destroy convoy truck","Destroy convoy truck"
"STRINGS.#0.TEXT_NAME_ALLIED_CAMPAIGN42","ITALY: Production Disruption","ITALY: Production Disruption"
"STRINGS.#0.TEXT_COMMAND_GOTO_NOTIFICATION","Go to Event Notification","알림으로 이동"
"STRINGS.#0.TEXT_ACHIEVEMENT_ANTS_DESC","Complete all the “It Came From Red Alert” missions","Complete all the “It Came From Red Alert” missions"
"STRINGS.#0.TEXT_VIDEO_SETTINGS_AA","Adjusts smooth edges of 3D models","안티 앨리어싱"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_144","Yes. They&apos;re getting nervous about the","Yes. They&apos;re getting nervous about the"
"STRINGS.#0.TEXT_SCORE_TOTAL_SCORE_HEADER","TOTAL SCORE:","TOTAL SCORE:"
"STRINGS.#0.TEXT_UI_TACTICAL_UPGRADE_ALL","Upgrade","Upgrade"
"STRINGS.#0.TEXT_SFX_TDC_SFX_REPAIR1","Repairing.","Repairing."
"STRINGS.#0.TEXT_CINE_NOD_FIN_LINE12","[EXPLOSION]","[EXPLOSION]"
"STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_UNIT_LIGHT_TANK","Allied Vehicle - Light Tank","Allied Vehicle - Light Tank"
"STRINGS.#0.TEXT_STRUCTURE_RA_SPEN","Sub Pen","Sub Pen"
"STRINGS.#0.TEXT_CINE_NOD_END4_LINE2","[ENERGY BLAST]","[ENERGY BLAST]"
"STRINGS.#0.TEXT_GDI_DESTROY_THE_SAM_SITES","Air Supremacy","Air Supremacy"
"STRINGS.#0.TEXT_CONTROLS_UNITORDERS05_KEYS","D then Left-Click Multiple Destinations","D를 누르고 여러 목적지를 왼쪽 클릭"
"STRINGS.#0.TEXT_NAME_AI_SKIRMISH","TEST AI SKIRMISH","TEST AI SKIRMISH"
"STRINGS.#0.TEXT_TOOLTIP_AUDIO_SETTINGS","Click to adjust audio settings","클릭하여 오디오 설정을 조정합니다"
"STRINGS.#0.TEXT_NAME_MP_97_NORTHERN_EXPLOSION","Northern Explosion","Northern Explosion"
"STRINGS.#0.TEXT_CINE_GDI_FINA_LINE3","[GLASS SHATTERING FOLLOWED BY EXPLOSIONS]","[GLASS SHATTERING FOLLOWED BY EXPLOSIONS]"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_71_TITLE","NOD&apos;S CHARISMATIC LEADER","NOD&apos;S CHARISMATIC LEADER"
"STRINGS.#0.TEXT_NAME_MP_K6_DAMNATION_ALLEY","Damnation Alley (Mega)","Damnation Alley (Mega)"
"STRINGS.#0.TEXT_UNABLE_TO_JOIN_TEAM","UNABLE TO JOIN PREMADE TEAM","사전 구성 팀에 참여할 수 없습니다"
"STRINGS.#0.TEXT_MAPLIST_ALPHASORT_BUTTON_TEXT","Name","Name"
"STRINGS.#0.TEXT_SFX_RAR_SFX_COMNDOR1","Commando rescued.","Commando rescued."
"STRINGS.#0.TEXT_COMMAND_UI_HOTKEY_15","Interface Command 16","인터페이스 명령 16"
"STRINGS.#0.TEXT_UI_META_UNKNOWN_SOCKET_TYPE","Unknown","알 수 없음"
"STRINGS.#0.TEXT_SHOW_KEYBOARD_SHORTCUTS","Display Keyboard Hotkey Shortcuts in Tactical UI","전술 UI에서 키보드 단축키를 표시합니다"
"STRINGS.#0.TEXT_INVITEPLAYER","INVITE PLAYER","플레이어 초대"
"STRINGS.#0.TEXT_TOGGLE_HINTS","Minimize/Maximize Tutorials","튜토리얼 최소화/최대화"
"STRINGS.#0.TEXT_MULTIPLAYER_DETAILS_TOOLTIP_SPAWN_VISCEROIDS","Allow spawning of hostile Tiberium created lifeforms.","Allow spawning of hostile Tiberium created lifeforms."
"STRINGS.#0.TEXT_COMMAND_CNC_REPAIR_TOGGLE","Toggle Repair Mode","Toggle Repair Mode"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_140","Hmm. You may be right. Let&apos;s discuss","Hmm. You may be right. Let&apos;s discuss"
"STRINGS.#0.TEXT_CINE_NOD_FIN_LINE16","[EXPLOSION]","[EXPLOSION]"
"STRINGS.#0.TEXT_REPLAY_MENU_DELETING","Deleting replay...","리플레이 삭제 중..."
"STRINGS.#0.TEXT_NAME_ALLIED_CAMPAIGN46","POLAND: PAWN","POLAND: PAWN"
"STRINGS.#0.TEXT_KEY_F22","F22","F22"
"STRINGS.#0.TEXT_COMMAND_UI_HOTKEY_11","Interface Command 12","인터페이스 명령 12"
"STRINGS.#0.TEXT_CINE_ALLIEND_LINE21","[MUFFLED YELLS]","[MUFFLED YELLS]"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_74_INFO","Ed Del Castillo (Kane&apos;s lieutenant) ready for action. Ed was the Producer for Tiberian Dawn, Red Alert, and all the cinematics.","Ed Del Castillo (Kane&apos;s lieutenant) ready for action. Ed was the Producer for Tiberian Dawn, Red Alert, and all the cinematics."
"STRINGS.#0.TEXT_TOOLTIP_MENU","Menu","메뉴"
"STRINGS.#0.TEXT_FACTION_BONUS_GREECE","Greece: 10% longer range","Greece: 10% longer range"
"STRINGS.#0.TEXT_MUSIC_RAB_MUS_HELL_MARCH_ORIGINAL_DEMO","Hell March Original Demo (Bonus, Unlocked)","Hell March Original Demo (Bonus, Unlocked)"
"STRINGS.#0.TEXT_SFX_TDC_SFX_ETHANKS","Thank you.","Thank you."
"STRINGS.#0.TEXT_EVENTS","EVENTS","이벤트"
"STRINGS.#0.TEXT_UNIT_TITLE_NOD_FLAMETHROWER","Flamethrower","Flamethrower"
"STRINGS.#0.TEXT_TECH","TECH","기술"
"STRINGS.#0.TEXT_STRUCTURE_RA_PDOX","Chronosphere","Chronosphere"
"STRINGS.#0.TEXT_GAME_SETTINGS_HEALTH_BAR_OPACITY","Health Bar Opacity","Health Bar Opacity"
"STRINGS.#0.TEXT_BONUS_LEVELS","Console Missions","Console Missions"
"STRINGS.#0.TEXT_ACHIEVEMENT_MAKING_FRIENDS","Making Friends","Making Friends"
"STRINGS.#0.TEXT_COMMAND_RA_SOVIET_BUILD_UNIT_VOLKOV","Soviet Vehicle - Volkov","Soviet Vehicle - Volkov"
"STRINGS.#0.TEXT_TOOLTIP_FACTORY_RALLY","Set factory rally point","팩토리 랠리 포인트 지정"
"STRINGS.#0.TEXT_LOCKED_OBJECT_TYPE","???","???"
"STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_STRUCTURE_POWER_PLANT","Allied Structure - Power Plant","Allied Structure - Power Plant"
"STRINGS.#0.TEXT_DIFFICULTY_2","Normal","일반"
"STRINGS.#0.TEXT_GAME_SETTINGS_DISABLE_HINTS","Disable Hints","Disable Hints"
"STRINGS.#0.TEXT_OPTIONS_MODS_MOD_FOLDER","Mods Folder","Mods Folder"
"STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_STRUCTURE_AIR_FIELD","Nod Structure - Airstrip","Nod Structure - Airstrip"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_76_LOCK","COMPLETE Under Siege","COMPLETE Under Siege"
"STRINGS.#0.TEXT_CINE_NOD_END2_LINE26","[♪♪♪]","[♪♪♪]"
"STRINGS.#0.TEXT_KEY_NUMPAD_1","Numpad 1","Numpad 1"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_41_INFO","Dwight Okahara (sound FX creator) in his office. His office was sandwiched between the offices of Paul Mudra and Frank Klepacki. The inhabitants of Building 2 often caused mischief/trouble for Management due to the lack of their general supervision - including Joe Kucan Petroglyph&apos;s Ted Morris, Mike Legg, and Frank Klepacki.","Dwight Okahara (sound FX creator) in his office. His office was sandwiched between the offices of Paul Mudra and Frank Klepacki. The inhabitants of Building 2 often caused mischief/trouble for Management due to the lack of their general supervision - including Joe Kucan Petroglyph&apos;s Ted Morris, Mike Legg, and Frank Klepacki."
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_42","Get trucks to other shore","Get trucks to other shore"
"STRINGS.#0.TEXT_N64_NOD_30_EAST","GDI &apos;99 Special Ops M1","GDI &apos;99 Special Ops M1"
"STRINGS.#0.TEXT_CAMPAIGN_OBJECTIVES","Objectives","목표"
"STRINGS.#0.TEXT_MUSIC_TDR_MUS_NOD_MAP_THEME","Nod Map Theme (Remastered)","Nod Map Theme (Remastered)"
"STRINGS.#0.TEXT_MAIN_MENU_BONUS_CONTENT","Bonus Gallery","Bonus Gallery"
"STRINGS.#0.TEXT_INFO_MISSION_OBJECTIVE_COUNTER_FORMAT","&lt;HTML&gt;&lt;FONT COLOR=&apos;#FFA000&apos;&gt;[##0 \ ##1]&lt;/FONT&gt;","&lt;HTML&gt;&lt;FONT COLOR=&apos;#FFA000&apos;&gt;[##0 \ ##1]&lt;/FONT&gt;"
"STRINGS.#0.TEXT_MUSIC_TDR_MUS_JUST_DO_IT_UP_OST_VERSION","Just Do It Up – OST Version (Remastered)","Just Do It Up – OST Version (Remastered)"
"STRINGS.#0.TEXT_COMMAND_TD_CAPTURED_NOD_BUILD_UNIT_NOD_BUGGY","Captured Nod Vehicle - Buggy","Captured Nod Vehicle - Buggy"
"STRINGS.#0.TEXT_NAME_MP_14_COMBAT_ALLEY","Combat Alley","Combat Alley"
"STRINGS.#0.TEXT_TOOLTIP_RESOURCES","Toggles resource display","자원 디스플레이 표시"
"STRINGS.#0.TEXT_NAME_ANT_CAMPAIGN02","IT CAME FROM!: Rescue!","IT CAME FROM!: Rescue!"
"STRINGS.#0.TEXT_COMMAND_TD_GDI_BUILD_STRUCTURE_HELIPAD","GDI Structure - Helipad","GDI Structure - Helipad"
"STRINGS.#0.TEXT_MUSIC_RAR_MUS_VOICE_RHYTHM_2","Voice Rhythm 2 (Remastered)","Voice Rhythm 2 (Remastered)"
"STRINGS.#0.TEXT_RESOURCES_COLLECTED","RESOURCES COLLECTED","수집한 자원"
"STRINGS.#0.TEXT_GAME_SETTINGS_AUTO_LOCK_CAMERA_TEXT","Start camera locked to unit","유닛 카메라 고정 시작"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_21_INFO","Eric Martin as General Sheppard, performing green-screen takes for GDI Mission Ion Cannon Strike (GDI 13).","Eric Martin as General Sheppard, performing green-screen takes for GDI Mission Ion Cannon Strike (GDI 13)."
"STRINGS.#0.TEXT_CINE_ALLIED5_LINE33","[SLAMS TABLE]","[SLAMS TABLE]"
"STRINGS.#0.TEXT_TTS_SET_START_POSITION","set start position","set start position"
"STRINGS.#0.TEXT_COMMAND_TD_GDI_BUILD_STRUCTURE_COMM_CENTER","GDI Structure - Communications Center","GDI Structure - Communications Center"
"STRINGS.#0.TEXT_NAME_SOVIET_CAMPAIGN13B_DESC","We have another chance to capture the Chronosphere. Take out the Radar Domes to cut the link between them and the Chronosphere. Then capture it!","We have another chance to capture the Chronosphere. Take out the Radar Domes to cut the link between them and the Chronosphere. Then capture it!"
"STRINGS.#0.TEXT_MUSIC_RAC_MUS_MAP_THEME","Map Theme (Classic)","Map Theme (Classic)"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_114_INFO","Cardboard Tesla Tank prototype used for Red Alert promotional events.","Cardboard Tesla Tank prototype used for Red Alert promotional events."
"STRINGS.#0.TEXT_FACTION_NAME_FACTION_10","Turkey","Turkey"
"STRINGS.#0.TEXT_QUIT_CONFIRMATION","ARE YOU SURE YOU WANT TO QUIT?","정말로 종료하시겠습니까?"
"STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_UNIT_LIGHT_TANK","Nod Vehicle - Light Tank","Nod Vehicle - Light Tank"
"STRINGS.#0.TEXT_SFX_RAR_SFX_AAPPRO1","Allied forces approaching.","Allied forces approaching."
"STRINGS.#0.TEXT_MUSIC_TDR_MUS_RADIO","Radio (Remastered)","Radio (Remastered)"
"STRINGS.#0.TEXT_NODE","RESOURCES","자원"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_116_LOCK","COMPLETE AUSTRIA Top O&apos; The World","COMPLETE AUSTRIA Top O&apos; The World"
"STRINGS.#0.TEXT_NAME_MP_75_VILLAGE_OF_THE_UNFORTUNATE","Village of the Unfortunate","Village of the Unfortunate"
"STRINGS.#0.TEXT_MULTIPLAYER_TEAM_SIZE_5","5 TEAMS","5 팀"
"STRINGS.#0.TEXT_NAME_SOVIET_CAMPAIGN5_DESC","Khalkis island contains a large quantity of ore that we need. The Allies are well aware of our plans, and intend to establish their own base there. See to it that they fail. In addition, capture their radar center so we can track Allied activity in this area.","Khalkis island contains a large quantity of ore that we need. The Allies are well aware of our plans, and intend to establish their own base there. See to it that they fail. In addition, capture their radar center so we can track Allied activity in this area."
"STRINGS.#0.TEXT_NAME_MP_83_THE_LINKED_LANDS","The Linked Lands","The Linked Lands"
"STRINGS.#0.TEXT_MULTIPLAYER_RULES_MODERN_BALANCE_TOOLTIP_RA","Toggle modern balance rules for the match including: Naval structures exempt from Destroy All Structures victory condition.","Toggle modern balance rules for the match including: Naval structures exempt from Destroy All Structures victory condition."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_14_INFO","Behind the scenes of filming the Allied Mission Tanya&apos;s Tale (Allies 5A) briefing.","Behind the scenes of filming the Allied Mission Tanya&apos;s Tale (Allies 5A) briefing."
"STRINGS.#0.TEXT_STRUCTURE_RA_TSLA_DESC","Strong vs. Infantry and Vehicles","Strong vs. Infantry and Vehicles"
"STRINGS.#0.TEXT_COMMAND_TD_CAPTURED_GDI_SUPERWEAPON_A10","Captured GDI Superweapon - Activate A-10","Captured GDI Superweapon - Activate A-10"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_23_LOCK","COMPLETE Fish in A Barrel","COMPLETE Fish in A Barrel"
"STRINGS.#0.TEXT_NAME_MP_J5_THE_CORE","The Core","The Core"
"STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_UNIT_FLAME_TANK","Nod Vehicle - Flame Tank","Nod Vehicle - Flame Tank"
"STRINGS.#0.TEXT_PREMADE_KICK","YOU HAVE BEEN KICKED FROM THE PREMADE TEAM","사전 구성 팀에서 방출되었습니다."
"STRINGS.#0.TEXT_STRUCTURE_RA_SYRF","Naval Yard","Naval Yard"
"STRINGS.#0.TEXT_PRIMARY_MISSION_OBJECTIVE_COUNTER_FORMAT","[##0 \ ##1]","[##0 \ ##1]"
"STRINGS.#0.TEXT_COMMAND_SET_CAMERA_LOCATION_5","Set Camera Location 5","카메라 위치 5 설정"
"STRINGS.#0.TEXT_NAME_MP_10_RED_SANDS","Red Sands","Red Sands"
"STRINGS.#0.TEXT_NAME_MP_D1_CONFLICT_COVE","Conflict Cove","Conflict Cove"
"STRINGS.#0.TEXT_BONUS_CONTENT_TITLE","BONUS GALLERY","BONUS GALLERY"
"STRINGS.#0.TEXT_MULTIPLAYER_TEAM_FFA","FREE FOR ALL","개인전"
"STRINGS.#0.TEXT_STRUCTURE_DESC_GDI_WEAPONS_FACTORY","Builds GDI Vehicle units","Builds GDI Vehicle units"
"STRINGS.#0.TEXT_GAME_COMMAND_BATTLECAM_ZOOM_IN","Zoom BattleCam In","BattleCam 줌인"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_67_LOCK","COMPLETE Distant Thunder","COMPLETE Distant Thunder"
"STRINGS.#0.TEXT_GAME_SETTINGS_SHOW_HINTS","Show Hints","힌트 표시"
"STRINGS.#0.TEXT_VIDEO_CONFIG_TITLE","VIDEO SETTINGS","비디오 설정"
"STRINGS.#0.TEXT_TECH_RANK","TECH RANK","기술 랭킹"
"STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_STRUCTURE_CHAIN_LINK_BARRIER","Nod Structure - Chain Link Fence","Nod Structure - Chain Link Fence"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_17","Capture Radar Dome","Capture Radar Dome"
"STRINGS.#0.TEXT_STRUCTURE_RA_WEAP","War Factory","War Factory"
"STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_SOVIET_BUILD_STRUCTURE_TESLA_COIL","Captured Soviet Structure - Tesla Coil","Captured Soviet Structure - Tesla Coil"
"STRINGS.#0.TEXT_MULTIPLAYER_REMOVE_PLAYER","KICK PLAYER","플레이어 방출"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_50_INFO","Joe Kucan as Kane, performing green-screen takes for Nod Mission Cradle of My Temple (Nod 13).","Joe Kucan as Kane, performing green-screen takes for Nod Mission Cradle of My Temple (Nod 13)."
"STRINGS.#0.TEXT_GAME_SETTINGS_KEYBOARD_ZOOM_SPEED","KEYBOARD ZOOM SPEED","키보드 줌 속도"
"STRINGS.#0.TEXT_UNIT_RA_E3_DESC","Strong vs. Vehicles and Aircraft","Strong vs. Vehicles and Aircraft"
"STRINGS.#0.TEXT_UNIT_RA_ANT1","Warrior Ant","Warrior Ant"
"STRINGS.#0.TEXT_CINE_ALLIED6_LINE20","[CLICK]","[CLICK]"
"STRINGS.#0.TEXT_FACTION_NAME_FACTION_8","Germany","Germany"
"STRINGS.#0.TEXT_CONTROLS_UNBINDABLE09_KEYS","Alt + Left-Click","Alt + 왼쪽 클릭"
"STRINGS.#0.TEXT_NAME_MP_75_RIVERS","Rivers","Rivers"
"STRINGS.#0.TEXT_NOD_NIKOOMBAS_DEMISE_DESC","In order for the Brotherhood to gain a foothold, we must begin by eliminating certain elements. Nikoomba, the nearby village&apos;s leader, is one such element. His views and ours do not coincide, and he must be eliminated.","In order for the Brotherhood to gain a foothold, we must begin by eliminating certain elements. Nikoomba, the nearby village&apos;s leader, is one such element. His views and ours do not coincide, and he must be eliminated."
"STRINGS.#0.TEXT_MUSIC_TDR_MUS_NO_MERCY","No Mercy (Remastered)","No Mercy (Remastered)"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_2_INFO","Eric Martin as General Sheppard, performing green-screen takes for GDI Mission X16-Y42 (GDI 1).","Eric Martin as General Sheppard, performing green-screen takes for GDI Mission X16-Y42 (GDI 1)."
"STRINGS.#0.TEXT_OPTIONS_AUDIO_VOICE","Voices","Voices"
"STRINGS.#0.TEXT_OPTIONS_VIDEO_TOOLTIP_VSYNC","Matches refresh rate of the monitor for better stability. Only takes effect in non-windowed modes.","Matches refresh rate of the monitor for better stability. Only takes effect in non-windowed modes."
"STRINGS.#0.TEXT_COMMAND_CNC_CAMERA_TO_CONSTRUCTION_YARD","Camera to Construction Yard","Camera to Construction Yard"
"STRINGS.#0.TEXT_LEADERBOARD_SEASON_S14","Season 14","Season 14"
"STRINGS.#0.TEXT_MUSIC_TDR_MUS_IN_THE_LINE_OF_FIRE","In The Line Of Fire (Remastered)","In The Line Of Fire (Remastered)"
"STRINGS.#0.TEXT_ENABLE_SUPERWEAPONS_OPTION","Enable Superweapons?","슈퍼 웨폰을 활성화할까요?"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_115","Use the LST to the north.","Use the LST to the north."
"STRINGS.#0.TEXT_COMMAND_TD_GDI_BUILD_STRUCTURE_WOOD_FENCE","GDI Structure - Wood Fence","GDI Structure - Wood Fence"
"STRINGS.#0.TEXT_NAME_ALLIED_CAMPAIGN13","Focused Blast","Focused Blast"
"STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_STRUCTURE_REPAIR_FACILITY","Nod Structure - Repair Facility","Nod Structure - Repair Facility"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_80_INFO","Weapon prop photo against green-screen so it can be cleanly separated from the background.","Weapon prop photo against green-screen so it can be cleanly separated from the background."
"STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_ALLIED_SUPERWEAPON_CHRONOSHIFT","Captured Allied Superweapon - Chronoshift","Captured Allied Superweapon - Chronoshift"
"STRINGS.#0.TEXT_SFX_TDC_SFX_NOBUILD1","Unable to build more.","Unable to build more."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_65_INFO","Behind the scenes footage of choreographing the Soviet Mission Covert Cleanup (Soviet 3) briefing.","Behind the scenes footage of choreographing the Soviet Mission Covert Cleanup (Soviet 3) briefing."
"STRINGS.#0.TEXT_SFX_RAR_SFX_BLDGINF1","Building infiltrated.","Building infiltrated."
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_3","Objective 3 Complete","Objective 3 Complete"
"STRINGS.#0.TEXT_MUSIC_TDR_MUS_DRONE","Drone (Remastered)","Drone (Remastered)"
"STRINGS.#0.TEXT_ARMOR_DAMAGE_TABLE_GOOD_2","GREAT","우수함"
"STRINGS.#0.TEXT_VIDEO_SETTINGS_WINDOWED","Windowed Mode","창 표시"
"STRINGS.#0.TEXT_GAME_SETTINGS_SHOW_GUILD_TAGS","Show guild tags","길드 태그 표시"
"STRINGS.#0.TEXT_CREDITS","Credits","Credits"
