ID,9,18
STRINGS.#0.TEXT_RESOURCES_COLLECTED,RESOURCES COLLECTED,수집 된 자원
STRINGS.#0.TEXT_GAME_SETTINGS_AUTO_LOCK_CAMERA_TEXT,Start camera locked to unit,장치에 고정 된 카메라 시작
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_21_INFO,"Eric Martin as General Sheppard, performing green-screen takes for GDI Mission Ion Cannon Strike (GDI 13).",Eric Martin 장군은 GDI Mission Ion Cannon Strike (GDI 13)의 그린 스크린 촬영을 맡았습니다.
STRINGS.#0.TEXT_CINE_ALLIED5_LINE33,[SLAMS TABLE],[SLAMS 표]
STRINGS.#0.TEXT_TTS_SET_START_POSITION,set start position,시작 위치 설정
STRINGS.#0.TEXT_COMMAND_TD_GDI_BUILD_STRUCTURE_COMM_CENTER,GDI Structure - Communications Center,GDI 구조-커뮤니케이션 센터
STRINGS.#0.TEXT_NAME_SOVIET_CAMPAIGN13B_DESC,We have another chance to capture the Chronosphere. Take out the Radar Domes to cut the link between them and the Chronosphere. Then capture it!,연대기를 점령 할 또 다른 기회가 있습니다. 레이더 돔을 꺼내서 그들과 크로노스 피어 사이의 연결을 끊으십시오. 그럼 캡처하세요!
STRINGS.#0.TEXT_MUSIC_RAC_MUS_MAP_THEME,Map Theme (Classic),지도 테마 (클래식)
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_114_INFO,Cardboard Tesla Tank prototype used for Red Alert promotional events.,Red Alert 프로모션 이벤트에 사용되는 Cardboard Tesla Tank 프로토 타입입니다.
STRINGS.#0.TEXT_FACTION_NAME_FACTION_10,Turkey,터키
STRINGS.#0.TEXT_QUIT_CONFIRMATION,ARE YOU SURE YOU WANT TO QUIT?,그만두시겠습니까?
STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_UNIT_LIGHT_TANK,Nod Vehicle - Light Tank,Nod 차량-경전차
STRINGS.#0.TEXT_SFX_RAR_SFX_AAPPRO1,Allied forces approaching.,연합군이 접근하고 있습니다.
STRINGS.#0.TEXT_MUSIC_TDR_MUS_RADIO,Radio (Remastered),라디오 (Remastered)
STRINGS.#0.TEXT_NODE,RESOURCES,자원
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_116_LOCK,COMPLETE AUSTRIA Top O&apos; The World,COMPLETE AUSTRIA Top O ' 세계
STRINGS.#0.TEXT_NAME_MP_75_VILLAGE_OF_THE_UNFORTUNATE,Village of the Unfortunate,불행한 마을
STRINGS.#0.TEXT_MULTIPLAYER_TEAM_SIZE_5,5 TEAMS,5 개 팀
STRINGS.#0.TEXT_NAME_SOVIET_CAMPAIGN5_DESC,"Khalkis island contains a large quantity of ore that we need. The Allies are well aware of our plans, and intend to establish their own base there. See to it that they fail. In addition, capture their radar center so we can track Allied activity in this area.",칼 키스 섬에는 우리가 필요로하는 많은 양의 광석이 있습니다. 연합군은 우리의 계획을 잘 알고 있으며 그곳에 자체 기지를 구축 할 계획입니다. 그들이 실패했는지 확인하십시오. 또한 레이더 센터를 캡처하여이 지역에서 연합군 활동을 추적 할 수 있습니다.
STRINGS.#0.TEXT_NAME_MP_83_THE_LINKED_LANDS,The Linked Lands,연결된 땅
STRINGS.#0.TEXT_MULTIPLAYER_RULES_MODERN_BALANCE_TOOLTIP_RA,Toggle modern balance rules for the match including: Naval structures exempt from Destroy All Structures victory condition.,다음을 포함하여 경기에 대한 현대 균형 규칙을 전환합니다. 모든 구조물 파괴 승리 조건에서 제외 된 해군 구조물.
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_14_INFO,Behind the scenes of filming the Allied Mission Tanya&apos;s Tale (Allies 5A) briefing.,Allied Mission Tanya 's Tale (Allies 5A) 브리핑 촬영 현장 비하인드.
STRINGS.#0.TEXT_STRUCTURE_RA_TSLA_DESC,Strong vs. Infantry and Vehicles,강력 대 보병 및 차량
STRINGS.#0.TEXT_COMMAND_TD_CAPTURED_GDI_SUPERWEAPON_A10,Captured GDI Superweapon - Activate A-10,점령 한 GDI 슈퍼 무기-A-10 활성화
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_23_LOCK,COMPLETE Fish in A Barrel,통에있는 완전한 물고기
STRINGS.#0.TEXT_NAME_MP_J5_THE_CORE,The Core,핵심
STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_UNIT_FLAME_TANK,Nod Vehicle - Flame Tank,Nod 차량-화염 탱크
STRINGS.#0.TEXT_PREMADE_KICK,YOU HAVE BEEN KICKED FROM THE PREMADE TEAM,귀하는 프리 메이드 팀에서 추방되었습니다.
STRINGS.#0.TEXT_STRUCTURE_RA_SYRF,Naval Yard,해군 야드
STRINGS.#0.TEXT_PRIMARY_MISSION_OBJECTIVE_COUNTER_FORMAT,[##0 \ ##1],[## 0 \ ## 1]
STRINGS.#0.TEXT_COMMAND_SET_CAMERA_LOCATION_5,Set Camera Location 5,카메라 위치 설정 5
STRINGS.#0.TEXT_NAME_MP_10_RED_SANDS,Red Sands,Red Sands
STRINGS.#0.TEXT_NAME_MP_D1_CONFLICT_COVE,Conflict Cove,충돌 코브
STRINGS.#0.TEXT_BONUS_CONTENT_TITLE,BONUS GALLERY,보너스 갤러리
STRINGS.#0.TEXT_MULTIPLAYER_TEAM_FFA,FREE FOR ALL,모두를위한 무료
STRINGS.#0.TEXT_STRUCTURE_DESC_GDI_WEAPONS_FACTORY,Builds GDI Vehicle units,GDI 차량 유닛 구축
STRINGS.#0.TEXT_GAME_COMMAND_BATTLECAM_ZOOM_IN,Zoom BattleCam In,Zoom BattleCam In
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_67_LOCK,COMPLETE Distant Thunder,먼 천둥 완료
STRINGS.#0.TEXT_GAME_SETTINGS_SHOW_HINTS,Show Hints,힌트 표시
STRINGS.#0.TEXT_VIDEO_CONFIG_TITLE,VIDEO SETTINGS,비디오 설정
STRINGS.#0.TEXT_TECH_RANK,TECH RANK,기술 순위
STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_STRUCTURE_CHAIN_LINK_BARRIER,Nod Structure - Chain Link Fence,Nod 구조-체인 링크 울타리
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_17,Capture Radar Dome,레이더 돔 캡처
STRINGS.#0.TEXT_STRUCTURE_RA_WEAP,War Factory,전쟁 공장
STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_SOVIET_BUILD_STRUCTURE_TESLA_COIL,Captured Soviet Structure - Tesla Coil,점령 된 소련 구조-테슬라 코일
STRINGS.#0.TEXT_MULTIPLAYER_REMOVE_PLAYER,KICK PLAYER,킥 선수
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_50_INFO,"Joe Kucan as Kane, performing green-screen takes for Nod Mission Cradle of My Temple (Nod 13).",Joe Kucan이 Kane 역을 맡아 Nod Mission Cradle of My Temple (Nod 13)을 그린 스크린으로 촬영합니다.
STRINGS.#0.TEXT_GAME_SETTINGS_KEYBOARD_ZOOM_SPEED,KEYBOARD ZOOM SPEED,키보드 줌 속도
STRINGS.#0.TEXT_UNIT_RA_E3_DESC,Strong vs. Vehicles and Aircraft,강함 vs. 차량 및 항공기
STRINGS.#0.TEXT_UNIT_RA_ANT1,Warrior Ant,전사 개미
STRINGS.#0.TEXT_CINE_ALLIED6_LINE20,[CLICK],[딸깍 하는 소리]
STRINGS.#0.TEXT_FACTION_NAME_FACTION_8,Germany,독일
STRINGS.#0.TEXT_CONTROLS_UNBINDABLE09_KEYS,Alt + Left-Click,Alt + 왼쪽 클릭
STRINGS.#0.TEXT_NAME_MP_75_RIVERS,Rivers,강하
STRINGS.#0.TEXT_NOD_NIKOOMBAS_DEMISE_DESC,"In order for the Brotherhood to gain a foothold, we must begin by eliminating certain elements. Nikoomba, the nearby village&apos;s leader, is one such element. His views and ours do not coincide, and he must be eliminated.",형제단이 발판을 마련하려면 먼저 특정 요소를 제거해야합니다. 인근 마을의 지도자 인 니쿰 바도 그러한 요소 중 하나입니다. 그의 견해와 우리의 견해는 일치하지 않으며 그는 제거되어야합니다.
STRINGS.#0.TEXT_MUSIC_TDR_MUS_NO_MERCY,No Mercy (Remastered),무자비 (Remastered)
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_2_INFO,"Eric Martin as General Sheppard, performing green-screen takes for GDI Mission X16-Y42 (GDI 1).",Eric Martin 장군은 GDI Mission X16-Y42 (GDI 1)를 위해 그린 스크린 촬영을 수행합니다.
STRINGS.#0.TEXT_OPTIONS_AUDIO_VOICE,Voices,목소리
STRINGS.#0.TEXT_OPTIONS_VIDEO_TOOLTIP_VSYNC,Matches refresh rate of the monitor for better stability. Only takes effect in non-windowed modes.,더 나은 안정성을 위해 모니터의 재생률과 일치합니다. 비창 모드에서만 적용됩니다.
STRINGS.#0.TEXT_COMMAND_CNC_CAMERA_TO_CONSTRUCTION_YARD,Camera to Construction Yard,건설 야드 카메라
STRINGS.#0.TEXT_LEADERBOARD_SEASON_S14,Season 14,시즌 14
STRINGS.#0.TEXT_MUSIC_TDR_MUS_IN_THE_LINE_OF_FIRE,In The Line Of Fire (Remastered),In The Line Of Fire (Remastered)
STRINGS.#0.TEXT_ENABLE_SUPERWEAPONS_OPTION,Enable Superweapons?,Superweapons를 사용 하시겠습니까?
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_115,Use the LST to the north.,북쪽으로 LST를 사용하십시오.
STRINGS.#0.TEXT_COMMAND_TD_GDI_BUILD_STRUCTURE_WOOD_FENCE,GDI Structure - Wood Fence,GDI 구조-목재 울타리
STRINGS.#0.TEXT_NAME_ALLIED_CAMPAIGN13,Focused Blast,집중 폭발
STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_STRUCTURE_REPAIR_FACILITY,Nod Structure - Repair Facility,Nod 구조-수리 시설
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_80_INFO,Weapon prop photo against green-screen so it can be cleanly separated from the background.,녹색 화면을 배경으로하는 무기 소품 사진으로 배경과 깔끔하게 분리 할 수 ​​있습니다.
STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_ALLIED_SUPERWEAPON_CHRONOSHIFT,Captured Allied Superweapon - Chronoshift,점령 한 연합군 초강력 무기-Chronoshift
STRINGS.#0.TEXT_SFX_TDC_SFX_NOBUILD1,Unable to build more.,더 빌드 할 수 없습니다.
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_65_INFO,Behind the scenes footage of choreographing the Soviet Mission Covert Cleanup (Soviet 3) briefing.,소련 임무 은밀한 청소 (소비에트 3) 브리핑 안무의 비하인드 장면.
STRINGS.#0.TEXT_SFX_RAR_SFX_BLDGINF1,Building infiltrated.,건물이 침투했습니다.
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_3,Objective 3 Complete,목표 3 완료
STRINGS.#0.TEXT_MUSIC_TDR_MUS_DRONE,Drone (Remastered),드론 (리마스터)
STRINGS.#0.TEXT_ARMOR_DAMAGE_TABLE_GOOD_2,GREAT,큰
STRINGS.#0.TEXT_VIDEO_SETTINGS_WINDOWED,Windowed Mode,창 모드
STRINGS.#0.TEXT_GAME_SETTINGS_SHOW_GUILD_TAGS,Show guild tags,길드 태그 표시
